txn_datetime,txn_month,txn_year,user_id,win_amount,win_count,deposit_amount,deposit_count,total_unique_players,table_count,game_played_count,wager_amount,wager_rejoin_amount,partner_wager_amount,partner_rake_amount,partner_won_amount,other_cost,rake_amount,rejoin_rake_amount,cash_as_bonus,bonus_as_bonus,rc_cash_as_bonus,rc_bonus_as_bonus,withdrawal_amount,withdrawal_count,cg_wager_amount,cg_wager_count,cg_wager_refund,cg_wager_refund_count,cg_winning_amount,cg_won_count,cg_bonus_amount,cg_bonus_count,Platform_fee,Platform_fee_count,first_time_depositdate,DEPOSIT_TYPE,mg_wager_amount,mg_wager_count,mg_wager_refund,mg_wager_refund_count,mg_winning_amount,mg_won_count,mg_platform_fee,Withdrawal_Balance,ante_wgr_amount,ante_wgr_count,call_wgr_amount,call_wgr_count,ante_wgr_refund_amount,ante_wgr_refund_count,call_wgr_refund_amount,call_wgr_refund_count,ante_win_amount,ante_won_count,call_win_amount,call_won_count,casino_holdem_platform_fee,casino_holdem_platform_count,one_day_teen_patti_wgr_amount,one_day_teen_patti_wgr_count,one_day_teen_patti_wgr_refund_amount,one_day_teen_patti_wgr_refund_count,one_day_teen_patti_won_amount,one_day_teen_patti_won_count,one_day_teen_patti_platform_fee,one_day_teen_patti_platform_count,session_count,session_time_in_minutes
6/13/2024,11,2024,1E+11,637,23,1025,18,4,3,4089,2167,2294,3238,4038,1278,234,1735,689,4124,3694,2095,4063,2155,1849,921,2337,546,4653,532,2909,4227,3410,2284,1110,3934,3255,1192,2523,2271,4610,2866,2638,2041,3756,3170,4440,3043,2630,1178,442,1785,3301,3310,1147,2695,2351,4420,690,1057,3928,3971,198,461,4787,3105,4811,7,46
12/6/2024,4,2024,1E+11,263,38,4652,17,2,7,791,3653,1879,3540,1043,4406,1251,1063,4999,1995,4144,721,4264,4148,2362,3091,3845,147,4629,1456,3515,3512,1428,1729,53,3649,2529,1803,181,711,2365,3588,2919,2805,4693,4024,1586,3486,2752,3622,4973,1616,200,3873,1566,1657,3819,4212,1207,391,1031,3513,3802,149,1371,4557,3583,15,183
3/5/2024,3,2024,1E+11,729,41,4716,7,4,3,889,1116,3186,277,4085,3003,4987,2503,1276,3014,1876,456,1153,2789,4438,543,2201,4143,1218,3135,1736,3301,1173,2695,3706,4934,2060,3572,3107,1146,1937,2862,3365,4228,1069,1776,3395,4511,1587,971,363,1457,4958,4936,412,4538,2970,909,1887,2496,1964,4160,3761,404,1723,2679,1272,3,114
1/25/2024,3,2024,1E+11,219,22,785,19,4,13,1296,1537,2928,918,679,3836,750,3208,1555,641,3364,4122,1514,3828,992,2094,2362,848,3349,3575,1429,356,3559,4424,2210,514,3137,2544,4156,3665,4230,4015,4483,551,3896,4570,3397,4627,2320,3090,396,30,1563,1523,726,3682,1344,2037,4812,4416,3442,2653,308,977,4655,2737,23,18,47
9/6/2024,5,2024,1E+11,284,34,1840,12,4,10,1862,1497,3541,312,3575,4667,2247,933,2115,2589,1179,1895,3819,2220,4745,2772,597,2857,1826,3696,3596,901,1091,2012,3005,7,348,1008,4242,4051,4758,2791,3292,4207,2049,4144,1502,4080,4354,679,1304,1801,4514,1260,3034,2855,3085,4454,4453,2574,1681,1013,191,4924,499,3071,4730,5,21
6/24/2024,3,2024,1E+11,540,39,3028,14,4,2,1520,454,939,3583,2604,3211,4774,4734,357,3484,2304,2086,4841,2075,1843,1205,1445,2280,4231,1628,4752,4174,3973,3225,3873,169,1101,4225,2116,3826,3214,2819,3130,917,799,2631,1931,1315,125,4687,2564,1056,1384,2248,1959,3667,194,1240,4160,41,720,3225,169,253,1700,2534,1607,18,40
12/25/2024,7,2024,1E+11,658,11,3893,3,1,7,2228,860,3855,2883,443,4450,3706,3614,1580,1533,3948,1766,1432,2151,4828,3968,4189,4321,1823,1512,206,3203,3613,4986,3169,2372,4688,3776,2755,2193,3031,2528,4981,4777,4546,163,2215,3154,3420,2376,959,3647,2164,1786,1392,575,2238,1236,3155,4974,4029,3654,3566,1424,739,4010,1523,6,23
8/24/2024,4,2024,1E+11,136,16,4214,6,3,3,3879,394,2161,2197,513,309,1905,1846,3906,1746,2297,615,1168,3608,1927,3843,1666,1387,2633,2711,728,1142,3707,453,2570,4206,664,3714,1960,3653,3835,1417,765,1229,448,4022,1851,64,4511,2987,75,4291,1391,4551,2434,2245,759,1720,3306,4542,4404,1888,4337,2621,2988,1923,517,18,23
10/19/2024,11,2024,1E+11,536,28,956,13,2,9,1829,741,727,4013,1665,4956,4318,4464,3464,3333,1779,4247,265,2112,3200,1864,2103,1392,1260,4065,1589,1748,901,4925,4357,3696,2118,648,840,710,487,1640,88,2758,3186,4797,1648,4919,4449,3169,3803,566,1011,1166,4388,2819,1944,4900,738,4701,253,1640,4083,3471,122,3428,2406,9,189
6/17/2024,9,2024,1E+11,947,28,2522,11,4,5,2523,3283,255,2038,64,4884,4651,2799,161,2495,820,2500,228,2457,2915,3946,86,4024,3813,1659,159,1120,3958,4760,4186,3995,4724,4559,1124,854,3917,4603,2358,2404,896,4992,4302,3267,632,415,4456,4061,2266,632,3472,1429,2210,4893,1339,208,1254,4431,3591,2915,942,2158,2584,8,94
3/28/2024,11,2024,1E+11,549,31,703,12,4,7,4684,1922,281,752,2964,1560,4061,1880,2336,823,1134,2429,2869,2762,4365,3235,3914,4553,2971,3932,3798,2714,2342,3216,4779,85,2130,2176,4624,709,312,571,2010,1928,35,2551,4415,3972,4057,3270,4248,2706,3431,3680,951,4849,1382,4146,4252,3029,253,3741,139,3905,4,3990,246,8,146
2/11/2024,8,2024,1E+11,827,24,2896,9,2,14,1634,3121,4183,2653,4007,1783,3901,977,557,1458,1188,4035,3562,324,2824,3747,1485,1426,2098,925,2656,202,4661,249,2987,1209,3637,3712,4900,3703,1577,3985,4399,2254,3833,917,4024,2353,4577,1635,4397,1916,1483,3307,92,92,1702,343,3820,1347,2533,2319,4323,3328,1978,4074,315,18,33
8/4/2024,11,2024,1E+11,539,46,1573,16,2,12,4928,2694,2554,53,2880,3375,376,783,2701,1970,1605,1066,4678,3348,4376,1662,2882,3064,3291,3782,1584,3755,4078,1092,3134,1516,1566,3560,729,2827,4450,2698,1060,365,1993,1148,4861,805,3754,4072,2260,4882,3646,2104,4272,1496,683,2493,4869,620,508,3142,4866,262,252,2032,233,17,111
5/7/2024,7,2024,1E+11,895,31,3477,18,4,14,4956,3630,4607,2719,191,113,4678,4715,2997,2312,4578,260,4020,1384,1332,81,4188,2612,2168,2430,4312,269,4228,1179,2535,4778,3168,924,1133,3503,4923,659,2390,4216,1076,1447,4561,1453,1237,2753,3444,746,1236,1318,3116,4531,4643,4457,776,1458,3388,4074,2483,269,4168,4053,2878,3,42
4/7/2024,7,2024,1E+11,112,12,3756,8,3,11,1041,3492,2151,2427,149,4114,4285,2234,4202,1929,4858,1395,4776,287,1682,853,1789,1825,2531,2230,2109,2817,3563,1067,1094,2623,4754,2136,2647,1423,306,1491,1595,3320,2890,2750,374,2614,4801,1395,1843,286,3799,181,4855,2635,3517,62,2944,2052,239,2632,1000,382,4973,3039,1095,19,110
3/14/2024,1,2024,1E+11,854,0,3372,1,2,13,1432,4462,1323,4075,3831,23,2519,2208,4528,1724,1471,2428,1754,1059,3153,2093,475,2108,4032,1035,1241,690,3498,4069,4454,4797,3485,1389,2533,2561,3060,414,588,2898,4854,2431,4983,4625,1693,3675,3348,3405,1289,4301,1533,726,3484,779,4390,1914,3016,3995,1825,2668,3575,2021,4828,3,191
1/17/2024,1,2024,1E+11,757,3,2769,4,1,3,1615,203,833,628,1892,1561,4190,4843,16,1335,3806,2979,3639,3793,3096,1815,249,4828,983,977,4644,4920,1723,3095,3717,3413,3467,3648,4316,954,1489,160,194,18,1582,2295,1456,3805,4522,677,941,4923,4012,3976,4815,2260,2588,419,1053,514,4317,336,4915,975,2844,3144,340,4,74
12/9/2024,6,2024,1E+11,941,6,2980,6,3,5,987,4846,4972,2604,2638,3253,1241,1175,2306,318,2063,996,1974,2299,929,1364,2150,4213,2188,855,2107,4360,3179,2331,2047,2817,2467,299,2591,3095,812,4290,1978,3381,4732,1206,2521,2472,3790,2769,3097,1169,3268,3132,4630,120,453,1015,2417,3737,3020,4094,2283,1854,2826,2643,37,19,64
8/30/2024,6,2024,1E+11,683,42,4975,8,4,7,299,408,4946,3702,3717,4791,2256,3160,2685,1691,1102,4932,4012,2332,3645,4071,3015,4112,738,524,2862,938,588,3074,3678,1496,3317,734,4263,3959,3056,3904,2542,4640,2337,3751,1084,3809,3895,3710,2972,4051,724,4244,437,4558,329,513,2585,3463,3253,3448,4585,924,126,844,1694,8,18
3/23/2024,7,2024,1E+11,40,33,2680,10,2,2,2653,4883,1529,4439,2123,4830,4378,385,3632,3585,2301,2345,206,3795,4272,3136,1465,1661,4676,2429,838,4064,778,696,3924,217,2188,3376,1274,1934,1469,4479,2713,1201,2032,1047,3702,3324,4751,4378,3354,1218,1565,2242,3918,4830,1010,4846,2778,2926,3661,2541,1197,4338,4717,1248,613,3,183
5/22/2024,1,2024,1E+11,98,26,1418,3,2,13,3623,2711,918,2973,2581,2999,3188,3764,3054,3796,4593,626,1615,1874,2305,4596,4097,3913,1596,3496,1175,4312,2128,1996,844,442,4309,4817,4761,3096,4785,2675,1079,2988,1893,3850,2138,2509,1060,3587,1715,3472,2715,4123,4430,4295,583,3272,1545,1568,79,3441,2427,2760,105,1089,2110,18,37
12/7/2024,11,2024,1E+11,925,16,1085,3,4,9,2226,4880,1622,3765,4390,1741,3641,4715,1737,3072,4162,2310,825,4521,1571,2471,3851,2566,2817,186,1487,3096,1692,2527,4371,3653,243,2103,2403,4570,4020,3761,3750,1325,599,2661,4125,1542,442,1608,1136,3371,2928,939,731,2982,3080,2644,1456,1374,4662,1393,4320,3599,78,1120,3798,10,84
1/11/2024,8,2024,1E+11,895,10,1821,7,4,9,4185,363,457,3757,2491,4943,3804,723,4248,2373,4833,4768,1268,3944,1593,4400,3792,3843,3364,1076,2788,4091,4027,1088,373,1183,4004,4371,2779,1756,2657,579,3340,2260,1285,2282,258,1517,717,4224,4181,1945,4549,1484,1345,2468,3707,1316,2521,3206,473,1068,1512,1425,4319,4796,377,3,114
3/1/2024,9,2024,1E+11,567,33,465,11,1,4,3039,4644,3381,967,1569,3869,279,4440,2197,2371,4536,778,918,4497,96,1802,591,2302,99,3067,4709,916,2117,2120,1929,4226,4145,3799,135,4348,703,2937,2778,2266,4758,886,3029,30,3397,3820,1472,881,2214,222,4997,3221,3533,567,4054,2821,1496,1651,2468,2307,4800,455,3699,1,89
1/18/2024,8,2024,1E+11,495,23,4442,16,1,12,154,4314,3395,1118,1426,4597,1233,1603,427,659,4871,676,2612,3345,947,1901,32,1475,3587,411,3175,449,2343,1932,474,3196,1444,3189,3262,1786,1168,815,4698,4507,3268,1599,3437,851,1246,2101,2067,629,3035,894,736,2349,87,4344,3830,1588,1200,3684,569,2189,4440,4814,4151,14,126
5/8/2024,2,2024,1E+11,423,1,238,4,2,5,4398,4879,877,2895,4025,2377,1433,1540,1594,4230,4080,2059,4109,971,4024,1799,4885,2809,652,56,962,4621,1725,3869,1634,2325,765,1552,2393,472,1059,1217,4700,2442,636,1430,2766,3534,3205,3680,2936,4694,4793,197,4075,2661,1379,92,4333,2515,4723,1449,2589,1909,3936,4789,4181,12,185
6/1/2024,8,2024,1E+11,184,20,2179,19,2,14,1713,4150,1835,2495,3397,2097,4871,4624,4167,4452,4661,4465,1118,1909,2438,4453,1071,1252,4366,2743,3567,98,532,1966,3907,2977,189,4479,3270,3491,4418,3751,1899,1934,1650,3154,410,3303,1703,2921,3501,4871,114,3908,3710,1969,4985,4527,182,4069,2387,1150,961,127,625,1937,80,13,197
8/26/2024,7,2024,1E+11,143,8,3732,5,2,13,133,2969,2212,93,2311,3160,2033,678,1190,2140,1957,2543,2389,2930,1183,2194,1797,1684,2193,4931,1642,2125,6,563,3755,4621,3493,442,3950,1929,4581,2866,2918,4686,1746,3423,2250,4452,4594,2469,1455,3693,3324,4739,4067,2782,4362,4558,3526,668,711,2077,1050,2114,3733,1678,4605,6,114
11/27/2024,5,2024,1E+11,526,7,842,17,1,10,1636,2585,4363,2183,4501,444,4141,4682,3580,1445,1910,2769,696,2645,4561,4770,3729,1495,3558,4526,1392,815,4117,1758,1643,4371,307,63,3266,45,828,4271,4026,2138,3856,3671,4488,4450,3976,4428,2854,404,2616,532,3221,4011,1720,183,4205,1668,2141,1416,3280,3662,2026,2716,3998,15,180
12/30/2024,1,2024,1E+11,213,36,3492,3,1,1,3416,4368,2575,1316,2131,2550,3754,4468,70,3625,3796,1196,3974,1672,1891,635,1989,550,1603,1520,837,744,2798,4005,1933,4424,444,2314,2584,3657,4626,2433,339,85,3419,4062,4369,2512,191,1266,1181,4071,4622,3622,1574,3034,4842,3951,1697,1377,3328,3315,1706,2332,4972,4330,4650,5,91
9/5/2024,5,2024,1E+11,62,12,4806,10,3,3,4529,2787,1246,3079,3888,1605,3409,806,4247,320,1715,4012,309,2846,4707,2393,3649,2206,2343,2815,4928,667,2618,4805,124,1344,150,2436,2470,1290,3843,4668,3680,4118,4561,1430,3885,1873,16,105,1978,1607,3257,4846,1342,4644,2833,4253,478,3041,2492,3098,2574,1761,1621,223,4087,13,85
9/12/2024,7,2024,1E+11,254,11,4606,13,4,1,4007,4429,2896,1107,392,3402,4045,1373,1594,4254,3748,738,2800,1820,62,4554,1903,3977,3336,2659,1771,4853,3354,1840,222,882,4798,3684,4906,4712,92,3987,4469,3551,3097,586,840,2583,1429,1568,3807,4434,2693,3359,3482,1736,1632,1381,4648,4609,4828,2032,974,1169,2340,1693,741,7,154
12/16/2024,1,2024,1E+11,774,2,2298,16,1,1,2841,2553,4468,4691,4313,682,2729,742,2001,991,2380,754,3018,2615,2218,4324,3595,2640,1316,3480,649,4613,114,1306,1966,4521,2105,2785,530,2040,1637,4312,3155,4380,299,3699,3510,4162,4081,1493,2663,2323,754,2362,865,3613,2359,2795,890,3744,4952,3840,3333,1392,3580,3237,3831,6,115
12/7/2024,9,2024,1E+11,672,2,3319,3,1,3,447,2818,1528,843,1859,3278,1687,3507,1763,4192,3199,4899,1288,3296,2094,2769,2616,2456,3593,2379,789,1085,982,4454,4969,4529,2188,3105,3330,1630,4002,3276,3259,1279,3919,4848,3513,1594,194,508,4565,392,4154,1533,3238,424,2585,4702,2294,4406,4116,3565,2840,3282,487,1209,2437,16,105
6/29/2024,11,2024,1E+11,176,35,2119,13,2,13,568,4193,950,4061,1403,3370,1738,4604,2822,4967,2215,928,4683,4818,1000,1300,1829,2396,1754,475,2405,4344,2021,4028,4701,3487,2670,2172,3999,3738,2801,2279,2513,1427,4366,3696,4238,2262,2740,3713,999,2218,4706,1539,4861,419,203,430,1742,2916,3591,4269,3528,2309,1268,1760,4585,16,93
2/26/2024,10,2024,1E+11,793,27,1549,0,2,1,2062,4677,2632,4789,4717,3925,3014,3272,2373,463,614,4204,2292,3204,2088,4471,2438,1155,642,2348,3568,4428,4137,3437,2490,1518,3602,2963,4984,1653,2139,2239,1077,1863,3335,3321,1481,4665,3403,951,2944,2652,474,2131,2275,218,4453,2558,4415,3646,3934,2466,1215,3530,139,1261,1830,7,128
8/14/2024,10,2024,1E+11,914,2,2582,6,4,11,2854,417,1081,1303,3143,2496,3180,2271,1011,382,4814,1214,2578,3975,1560,2604,2995,2845,2674,1112,3784,1741,2520,3316,160,2492,418,1481,4220,3646,194,1699,1717,733,3421,1338,3321,864,1786,4001,2840,4806,2797,254,4015,523,3019,1695,4972,4439,4917,4747,4761,2713,974,3594,2461,1,18
7/5/2024,2,2024,1E+11,168,32,3667,17,3,5,1195,3676,1562,4601,2413,2387,2152,3461,1831,4171,2706,3557,226,2308,651,3641,1708,1112,618,2766,3918,1224,1486,786,3563,4888,2797,2982,2913,2021,1121,4862,2564,3732,3676,2582,94,2164,3384,4685,1346,4711,2753,2906,975,3586,746,1858,2803,3722,4693,4017,2132,2150,289,2988,3685,14,69
5/1/2024,9,2024,1E+11,994,38,1383,13,3,5,2502,4927,456,2159,4938,399,1469,3354,3100,745,4188,4250,1360,4476,3804,1326,1738,4398,1025,447,2537,378,2777,2712,3180,3610,2998,4601,3745,1332,2548,1707,3574,1416,511,1330,722,1593,762,899,194,4279,619,4538,1999,511,3895,1835,4668,124,4213,2111,3584,2073,4408,4817,4462,18,114
1/28/2024,2,2024,1E+11,901,40,2027,12,4,4,1218,4821,1995,2072,2986,699,1264,1175,187,3572,3418,2989,4057,1941,3039,1830,420,1318,4770,1030,4338,1960,2507,2120,2530,2941,3775,4834,3513,4544,4500,2855,1952,4653,4248,2337,2043,3255,4410,4105,1330,835,1152,2285,3684,24,2415,4799,2595,2763,233,249,3079,4818,3316,1494,1669,2,197
4/18/2024,1,2024,1E+11,924,37,2020,12,2,2,1949,4572,735,4601,3911,2412,1667,2551,1872,254,936,4339,4507,3054,2198,103,2729,660,1474,1836,2893,2663,1422,3682,1394,1602,4478,2978,2255,1946,3518,4721,2036,3681,2101,4849,2667,2088,2348,2474,4415,4353,3367,1046,328,2982,1592,2148,3038,233,4403,2551,1904,4062,4212,927,1572,6,73
5/8/2024,10,2024,1E+11,449,20,3726,14,3,1,3982,1724,1878,3526,2360,4902,0,1801,972,318,2650,3619,2098,2799,4266,4268,3711,4499,3180,3784,1543,1673,1767,3238,3506,4536,158,2601,1685,2873,1450,3662,292,308,3265,2350,388,54,177,4655,2112,2970,932,1449,3576,2717,102,3426,4148,1237,666,3581,685,4072,4446,4517,476,6,37
6/26/2024,6,2024,1E+11,680,15,2357,1,4,8,3380,1327,1330,1799,4583,2584,3025,3894,3510,1283,2764,4913,3699,2456,3846,1412,1018,2509,1468,3854,818,2741,2140,941,2002,4559,553,910,3318,2750,2363,3436,2082,3200,3444,1900,3724,2461,1293,3968,4656,136,4935,1984,3896,964,107,4820,1438,3176,4523,3574,3233,2512,143,2815,4280,2,119
8/25/2024,9,2024,1E+11,997,18,1198,11,1,6,953,1396,2190,3261,2210,1642,3166,3282,2614,963,1881,3883,3295,2853,1650,2705,2947,3526,3334,518,1388,3881,4920,2435,3320,1126,870,813,920,541,882,4202,4630,3721,3487,259,4178,2134,2797,4415,2440,1814,4849,3144,1680,3974,162,240,2559,4080,3583,3515,4031,2990,2067,3250,2475,15,12
2/2/2024,10,2024,1E+11,941,44,2094,8,3,12,1689,3107,1076,897,108,3518,1653,3262,3823,3543,832,1357,2490,4682,2984,4961,1428,1701,4133,4520,4271,4115,1442,3424,1840,3308,2058,372,130,4033,1638,582,2679,1241,4085,4835,3375,3599,2098,2478,3006,3950,2860,4689,4308,4209,1678,990,671,632,2876,4934,3972,1948,2039,715,3767,12,168
7/12/2024,2,2024,1E+11,978,8,1976,8,3,2,1062,2296,1785,3664,2400,3326,2528,1748,3220,2371,3151,3460,2809,4333,2509,2470,269,1500,2094,77,3304,4558,2260,2940,2769,300,4491,4226,1025,4368,4206,4300,3318,3039,3235,1659,2496,390,3899,2221,2706,4575,3378,678,1246,3737,302,1114,2768,1709,3245,420,3997,3441,2566,2708,3039,19,57
11/4/2024,2,2024,1E+11,442,0,1837,6,3,10,777,4134,730,1229,2269,1349,389,2026,3816,2909,448,3324,1740,2835,4512,4181,3262,2804,3294,3768,2020,1553,2418,2552,3023,4092,841,260,933,579,3454,1584,2891,4232,3897,4381,3082,953,1458,1866,3503,310,4626,2708,4784,1266,3515,2939,4711,4177,4059,2394,1271,1707,4664,3005,4819,19,157
12/8/2024,5,2024,1E+11,626,8,2402,5,2,7,3831,482,615,3620,1117,2612,3967,2107,680,1680,1265,3020,2324,4545,869,368,2888,4879,393,4446,4361,739,2730,479,3172,4717,4032,2300,2448,4968,3485,2103,627,4512,4385,4680,1127,125,2198,4570,4507,3583,2536,1383,1591,4158,539,3053,304,3823,3604,2119,275,4983,501,3398,3836,3,150
4/17/2024,8,2024,1E+11,417,7,4959,17,1,10,1172,4907,4901,2636,253,3780,1250,3185,3331,2970,3389,2897,1044,1493,3900,2787,3953,3356,3167,1633,798,484,3929,1397,2579,1205,2210,1701,3337,4826,56,2688,2272,3871,3685,2590,4550,455,4770,3861,1962,1693,1384,13,3720,4255,1734,3391,3460,3442,3908,1666,409,2492,2630,423,4155,13,102
4/12/2024,1,2024,1E+11,450,1,1645,13,3,11,2873,4408,976,1389,42,4904,453,3024,1389,580,248,2513,2615,1375,1565,149,3200,397,2340,2310,2146,710,3016,2287,3882,3889,3215,1456,203,1050,1352,1204,372,1822,2446,1036,3256,4452,328,411,2773,4749,1933,3845,4318,2920,222,3659,1033,497,1933,4096,1662,2641,1792,3734,1637,3,195
8/8/2024,12,2024,1E+11,563,29,3193,2,1,5,638,1895,111,2325,1212,276,4368,2627,4989,2439,4010,562,923,1066,464,3215,3172,2840,3288,1854,4864,4849,1896,919,624,452,2914,923,3064,1838,579,2717,2787,2438,4686,1072,4163,350,1688,4999,3353,2629,2855,1909,2155,4673,2493,1042,2329,3460,2888,1118,3660,3755,1450,4861,502,8,140
12/9/2024,4,2024,1E+11,969,38,2167,18,4,3,2098,1109,4119,1803,3169,4814,2862,2364,1353,577,3915,2330,1797,1784,4535,4506,1575,3265,2077,90,4835,2383,3302,4815,3526,525,2048,4258,4682,2134,2782,366,1708,3817,1905,847,4516,4462,3566,4691,3013,2550,4354,3237,772,2127,273,507,1248,3682,2256,1547,3319,1181,654,4899,3210,4,70
5/5/2024,12,2024,1E+11,130,34,761,6,2,8,4752,4225,2531,943,4527,3250,3212,2561,1657,4432,3306,3104,654,2155,4263,4521,1917,4837,2146,1433,1719,1317,2684,22,1573,580,4537,2475,1676,2444,2663,3151,2968,1230,3051,739,337,1294,3619,4874,4016,2760,3931,4412,4944,4310,4913,1565,4995,2714,3497,576,861,265,3547,1157,2593,5,29
4/19/2024,1,2024,1E+11,340,38,1240,11,3,11,3434,640,716,3820,1,4477,2668,2113,4926,4454,2814,552,2376,1091,4804,1090,3658,4732,2400,266,4921,2848,194,2314,627,3242,1587,811,1436,4252,4447,4404,477,2462,1550,2608,1995,2406,110,3205,849,3985,1642,1319,575,3454,1434,1674,1912,167,2085,1625,4632,4711,3382,4770,1769,2,117
9/5/2024,9,2024,1E+11,294,17,1928,6,3,11,532,2223,1788,2441,692,4842,576,3765,359,1023,4633,1935,2738,3502,1744,1954,3793,1581,4078,3237,2993,1332,2903,4421,3233,4294,2604,4327,3747,4179,86,3796,2412,2462,3214,2383,61,1865,2925,1953,1724,327,4908,4572,2262,2362,4744,3148,3048,1692,796,2284,3861,3845,3584,4367,2145,12,39
2/12/2024,8,2024,1E+11,442,0,2375,14,2,7,2511,941,4124,1620,1208,924,3965,4832,2614,3111,503,2565,4077,4469,139,694,2004,2732,1049,2988,666,3343,1456,1239,1844,128,300,1919,233,3957,3631,2419,472,3984,4702,709,2576,1824,1420,1901,1414,2849,431,569,1618,1583,3606,454,1463,2979,1367,359,4545,4351,4839,627,1967,11,130
5/29/2024,10,2024,1E+11,94,0,2131,2,1,2,4755,1541,10,4804,3264,1888,181,4341,1825,942,697,851,4235,4811,4697,2151,4991,1278,489,1944,2270,725,146,3827,2116,1810,3808,4206,4769,3170,1034,4613,3394,1013,2510,4469,3587,2885,3950,2512,3307,4028,2802,3076,2094,2009,4462,1431,3249,4041,3477,2986,3150,3331,2215,2231,3369,19,27
5/29/2024,12,2024,1E+11,120,45,2722,8,1,14,2009,887,4369,1914,4472,656,2909,3610,1229,4207,1638,4737,2384,1608,2393,1534,3565,3449,4671,2862,449,3465,2800,1215,4734,3633,4654,2943,4924,769,537,3298,2394,579,4947,1711,4969,2121,736,347,566,1593,3035,1636,828,2819,2470,396,2774,1867,3947,4528,4785,263,3785,4613,4752,4,83
7/2/2024,5,2024,1E+11,775,31,4600,14,2,7,762,1406,2674,1654,1305,1064,71,3730,3586,3571,2127,4734,827,3273,4187,1271,3674,3710,1609,3736,1831,424,3873,2876,670,4568,2710,1234,1860,4427,3117,1175,2986,612,1759,3121,122,607,2348,2891,3196,1820,2158,1930,319,4447,2749,2365,59,1303,4275,4351,413,483,3570,3165,1724,16,58
10/8/2024,9,2024,1E+11,177,38,416,19,4,8,2258,2334,2715,2048,1089,4257,615,162,4832,3087,4164,414,129,341,2788,2869,2933,1321,2433,4518,4948,2425,3479,1837,1537,3001,3206,774,4090,1960,110,491,2248,786,4248,2685,4153,3262,1892,3038,4032,1022,4732,1949,1081,2175,1076,3304,2630,583,3243,391,4090,1655,2226,946,139,13,38
3/24/2024,10,2024,1E+11,610,23,3347,16,3,3,1655,554,2297,1880,3193,906,768,1355,2642,3927,1583,4625,2296,4217,2111,2418,412,3329,3920,1074,241,2965,2966,2845,3375,4705,2637,4691,4686,3056,577,2770,2921,2875,3536,4761,2977,1369,979,1384,2347,3829,4774,3707,1485,30,4956,262,1292,3303,2961,2538,4206,3749,2623,1720,161,15,72
2/14/2024,4,2024,1E+11,632,14,3943,14,1,6,128,1011,1382,890,2113,3029,387,1730,4522,4786,1599,3032,1027,4547,4043,3667,4975,4678,2332,614,4432,3554,3068,688,1923,714,1722,913,2669,4779,603,1036,1305,2773,2445,1727,1964,528,3686,1030,3679,3017,3362,4812,4999,3164,4549,2294,3334,4324,1283,1720,2565,4151,4338,3692,3649,1,143
3/9/2024,11,2024,1E+11,926,32,3795,11,2,12,3221,967,1871,92,222,3551,1186,1179,3153,1084,4480,2187,4969,153,3570,3570,3058,2269,627,1419,3786,4970,249,1335,1947,2510,3345,3395,2314,3062,1534,3654,329,4973,445,2418,297,1161,2029,4400,3504,527,979,4845,4220,1338,944,787,4917,4996,1825,2024,4827,2952,1161,936,1331,7,15
12/24/2024,3,2024,1E+11,891,30,4659,4,2,13,3,1908,471,2904,3992,4143,9,515,1304,639,2375,2154,2316,3068,2550,423,568,4012,4445,2429,4224,243,276,2765,2493,2078,700,2413,1058,4168,3574,206,4578,3208,4645,2931,2660,3924,3625,1698,362,3412,3866,574,318,2402,3530,3682,3087,2474,1369,2219,2941,444,4855,2538,3635,12,105
7/8/2024,8,2024,1E+11,675,28,221,8,2,3,2670,3821,4956,4357,268,4162,1013,1089,1300,4279,1061,4910,2343,1028,233,3729,1071,3466,4164,3594,3219,3467,4476,3541,2670,2541,3410,1785,4346,924,2318,4128,1525,3902,1964,4932,4911,3075,792,2064,4052,4382,2850,1496,1832,498,3736,2729,93,2258,3888,1167,3937,2502,423,3460,738,14,196
8/2/2024,4,2024,1E+11,280,18,4538,15,3,9,462,3513,156,3914,3313,3628,4563,4436,4575,219,1007,633,4065,3076,3346,1677,254,1127,499,2117,3815,3536,3984,3028,1437,1445,2474,381,2312,1684,3200,1736,1520,2247,3121,1631,3344,1498,4119,2700,1259,4407,4566,102,1847,1399,400,414,1647,1079,4760,1515,1333,3079,204,3293,2575,16,73
4/11/2024,9,2024,1E+11,756,23,4925,19,3,9,4165,4925,2490,3489,235,1457,1197,4840,1981,4441,3506,4903,4139,4200,823,3968,2958,979,3148,1690,4842,2930,317,1765,1883,2100,1369,3408,776,2167,688,3792,1816,4506,372,2489,491,297,4119,2155,2361,4102,2717,3878,4341,2358,2710,645,1525,1538,746,1146,4072,4450,925,714,574,17,46
11/30/2024,11,2024,1E+11,940,14,399,7,4,14,4005,247,4941,2190,622,2810,2847,3040,406,1283,1962,1060,1849,3912,1673,3884,295,2832,2628,850,4373,3502,2405,508,4093,3569,4455,4671,2884,2205,443,3257,2689,2690,3363,3398,4945,2584,4015,2958,1819,165,4127,3925,2508,1,1548,3637,1943,536,2801,4673,1918,3035,1026,4308,2699,1,65
